Summary;Error Type;Error Scope;Comment;Mode of Demise;Mode of Demise_P;Mode of Demise_TP;Mode of Demise_FP;Mode of Demise_FN;Mode of Demise_TN;Victim;Victim_P;Victim_TP;Victim_FP;Victim_FN;Victim_TN;Perpetrator;Perpetrator_P;Perpetrator_TP;Perpetrator_FP;Perpetrator_FN;Perpetrator_TN;Classification;Reason;Presentation mode;Narrator POV;words
Corrie Worth, newly widowed, attends her husband Dixon's funeral, wearing a black veil to conceal her emotions. The preacher speaks of persecution and hardship, but Corrie knows that Dixon was responsible for many troubles in Harlan County. She recalls how she met Dixon as a poor girl and married him after getting pregnant, and thinks about the striking miners who were jailed and accused of murder by Sheriff J.H. Blair. A young girl, Araminta Sizemore, pays her respects to Dixon's coffin with a handful of daisies, and Corrie realizes that she was having an affair with her husband. The story unfolds as a tale of secrets, lies, and revenge, ultimately revealing that Corrie killed her husband with a pickaxe, seeking justice for the suffering he caused.;Generic character death;Summary;;hanging;;0;0;1;0;miners;;0;0;1;0;Corrie;;0;0;1;0;Incorrect;All three elements have FP or FN.;indirect thought;third;746
Corrie Worth, newly widowed, attends her husband Dixon's funeral, wearing a black veil to conceal her emotions. The preacher speaks of persecution and hardship, but Corrie knows that Dixon was responsible for many troubles in Harlan County. She recalls how she met Dixon as a poor girl and married him after getting pregnant, and thinks about the striking miners who were jailed and accused of murder by Sheriff J.H. Blair. A young girl, Araminta Sizemore, pays her respects to Dixon's coffin with a handful of daisies, and Corrie realizes that she was having an affair with her husband. The story unfolds as a tale of secrets, lies, and revenge, ultimately revealing that Corrie killed her husband with a pickaxe, seeking justice for the suffering he caused.;;;"In frame semantics, ""pickaxe"" would be a participant to the frame. It is not properly a MoD, but in this case we can consider it correct.";slaying;pickaxe;1;0;0;0;Dixon;Dixon;1;0;0;0;Corrie;Corrie;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;indirect thought;third;746
Pentheus, who had ridiculed Dionysus' rites, was brought before the Maenads by the god himself. The women, driven mad with rage, chased Pentheus through the forest, eventually catching him and transforming into various beasts at Dionysus' behest. They brutally assaulted Pentheus, using their newfound animal strength to overpower him, and he was repeatedly raped and mutilated by the Maenads. As they continued to brutalize him, Dionysus watched unmoving, commenting on Pentheus' suffering. Eventually, the Maenads tore Pentheus limb from limb, and his body parts were used as trophies, with his innards eaten raw and his bones carried away by wolf cubs. Only his head remained intact, which his mother Agave carried back to Thebes as a trophy.;;;;tearing to pieces;brutal assault and tearing limb from limb;1;0;0;0;Pentheus;Pentheus;1;0;0;0;Maenad;Maenads;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;1269
Cassandra, a prophetess who has been cursed by the golden god Apollo, shares her story with Iphigenia, a princess who is also a victim of circumstance. Cassandra reveals that she was given the gift of foresight but was also cursed to never be believed, and that she intends to take Iphigenia's place as a sacrifice to spare her life. Meanwhile, Iphigenia receives a vision from Artemis, who reveals that she did not decree Iphigenia's sacrifice and seeks revenge against Calchas, the prophet who lied about her intentions. Cassandra takes Iphigenia's place under a cloth and, when Calchas enters the tent, she kills him with a dual-bladed dagger, also ending her own life in the process, as an act of defiance against the golden god Apollo.;False negative;Summary;;sacrifice;;0;0;1;0;Iphigenia;;0;0;1;0;Agamemnon;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;2229
Cassandra, a prophetess who has been cursed by the golden god Apollo, shares her story with Iphigenia, a princess who is also a victim of circumstance. Cassandra reveals that she was given the gift of foresight but was also cursed to never be believed, and that she intends to take Iphigenia's place as a sacrifice to spare her life. Meanwhile, Iphigenia receives a vision from Artemis, who reveals that she did not decree Iphigenia's sacrifice and seeks revenge against Calchas, the prophet who lied about her intentions. Cassandra takes Iphigenia's place under a cloth and, when Calchas enters the tent, she kills him with a dual-bladed dagger, also ending her own life in the process, as an act of defiance against the golden god Apollo.;;;Cassandra executes the sacrifice of herself and Calchas;self-sacrifice/stabbing;killed with dual-bladed dagger and self-inflicted wound;1;0;0;0;Cassandra;Cassandra;1;0;0;0;Cassandra;Cassandra;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;2229
Cassandra, a prophetess who has been cursed by the golden god Apollo, shares her story with Iphigenia, a princess who is also a victim of circumstance. Cassandra reveals that she was given the gift of foresight but was also cursed to never be believed, and that she intends to take Iphigenia's place as a sacrifice to spare her life. Meanwhile, Iphigenia receives a vision from Artemis, who reveals that she did not decree Iphigenia's sacrifice and seeks revenge against Calchas, the prophet who lied about her intentions. Cassandra takes Iphigenia's place under a cloth and, when Calchas enters the tent, she kills him with a dual-bladed dagger, also ending her own life in the process, as an act of defiance against the golden god Apollo.;;;Cassandra executes the sacrifice of herself and Calchas;self-sacrifice/stabbing;killed with dual-bladed dagger and self-inflicted wound;1;0;0;0;Calchas;Calchas;1;0;0;0;Cassandra;Cassandra;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;2229
Apollo, filled with rage and hatred, relentlessly chased Daphne, who was consumed by fear and desperation as she fled from him. Despite her pleas for mercy, Apollo pursued her, ultimately leading to her transformation into a laurel tree after praying to the god Peneus for rescue. Overwhelmed with guilt and sorrow, Apollo wept at the base of the tree, realizing that his actions had caused Daphne's destruction and that he should have let her go.;False negative;Summary;;transformation;Transformation;1;0;0;0;Daphne;Daphne;1;0;0;0;---;;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;first;1337
Apollo, filled with rage and hatred, relentlessly chased Daphne, who was consumed by fear and desperation as she fled from him. Despite her pleas for mercy, Apollo pursued her, ultimately leading to her transformation into a laurel tree after praying to the god Peneus for rescue. Overwhelmed with guilt and sorrow, Apollo wept at the base of the tree, realizing that his actions had caused Daphne's destruction and that he should have let her go.;False negative;Summary;;;discus (implied);0;0;1;0;Hyacinthus;;0;0;1;0;Zephyrus;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;first;1337
The provided text consists of five short stories, each with its own unique narrative and themes.  In the first story, Amber is drawn to the Beast of the Smaragdos Wilds, a creature described as a patchwork quilt of various animals. She finds herself inexplicably attracted to the beast, running her hands through its fur and eventually bringing her lips to its sex. The beast, normally a devourer of humans, seems content and even submissive to Amber's advances.  In the second story, the narrator seeks refuge in a river as their cabin and family are consumed by an inferno. The river provides solace and comfort, embracing the narrator with its waters.  The third story involves Bronte kneeling before the Minotaur, worshiping its imposing cock with their tongue. They recall past experiences of being reshaped by the creature's arousal and express a desire to spend eternity doing so.  In the final story, five bodies are laid to rest in shallow graves, where they are consumed by worms. The worms feast on the decaying flesh, eventually producing embryos that will nourish themselves on the bodies before bursting forth into the world above.;False negative;Summary;;slaying;;0;0;1;0;Ilona;;0;0;1;0;a man;;0;0;1;0;Incorrect;All three elements have FP or FN.;indirect thought;third;7210
The provided text consists of five short stories, each with its own unique narrative and themes.  In the first story, Amber is drawn to the Beast of the Smaragdos Wilds, a creature described as a patchwork quilt of various animals. She finds herself inexplicably attracted to the beast, running her hands through its fur and eventually bringing her lips to its sex. The beast, normally a devourer of humans, seems content and even submissive to Amber's advances.  In the second story, the narrator seeks refuge in a river as their cabin and family are consumed by an inferno. The river provides solace and comfort, embracing the narrator with its waters.  The third story involves Bronte kneeling before the Minotaur, worshiping its imposing cock with their tongue. They recall past experiences of being reshaped by the creature's arousal and express a desire to spend eternity doing so.  In the final story, five bodies are laid to rest in shallow graves, where they are consumed by worms. The worms feast on the decaying flesh, eventually producing embryos that will nourish themselves on the bodies before bursting forth into the world above.;Generic character death;Summary;;tearing to pieces;;0;0;1;0;hunters;;0;0;1;0;werewolves;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;7210
The provided text consists of five short stories, each with its own unique narrative and themes.  In the first story, Amber is drawn to the Beast of the Smaragdos Wilds, a creature described as a patchwork quilt of various animals. She finds herself inexplicably attracted to the beast, running her hands through its fur and eventually bringing her lips to its sex. The beast, normally a devourer of humans, seems content and even submissive to Amber's advances.  In the second story, the narrator seeks refuge in a river as their cabin and family are consumed by an inferno. The river provides solace and comfort, embracing the narrator with its waters.  The third story involves Bronte kneeling before the Minotaur, worshiping its imposing cock with their tongue. They recall past experiences of being reshaped by the creature's arousal and express a desire to spend eternity doing so.  In the final story, five bodies are laid to rest in shallow graves, where they are consumed by worms. The worms feast on the decaying flesh, eventually producing embryos that will nourish themselves on the bodies before bursting forth into the world above.;Generic character death;Summary;;slashing throat;;0;0;1;0;hunters;;0;0;1;0;werewolves;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;7210
The provided text consists of five short stories, each with its own unique narrative and themes.  In the first story, Amber is drawn to the Beast of the Smaragdos Wilds, a creature described as a patchwork quilt of various animals. She finds herself inexplicably attracted to the beast, running her hands through its fur and eventually bringing her lips to its sex. The beast, normally a devourer of humans, seems content and even submissive to Amber's advances.  In the second story, the narrator seeks refuge in a river as their cabin and family are consumed by an inferno. The river provides solace and comfort, embracing the narrator with its waters.  The third story involves Bronte kneeling before the Minotaur, worshiping its imposing cock with their tongue. They recall past experiences of being reshaped by the creature's arousal and express a desire to spend eternity doing so.  In the final story, five bodies are laid to rest in shallow graves, where they are consumed by worms. The worms feast on the decaying flesh, eventually producing embryos that will nourish themselves on the bodies before bursting forth into the world above.;Generic character death;Summary;;being choked;;0;0;1;0;a hunter;;0;0;1;0;a werewolf;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;7210
The provided text consists of five short stories, each with its own unique narrative and themes.  In the first story, Amber is drawn to the Beast of the Smaragdos Wilds, a creature described as a patchwork quilt of various animals. She finds herself inexplicably attracted to the beast, running her hands through its fur and eventually bringing her lips to its sex. The beast, normally a devourer of humans, seems content and even submissive to Amber's advances.  In the second story, the narrator seeks refuge in a river as their cabin and family are consumed by an inferno. The river provides solace and comfort, embracing the narrator with its waters.  The third story involves Bronte kneeling before the Minotaur, worshiping its imposing cock with their tongue. They recall past experiences of being reshaped by the creature's arousal and express a desire to spend eternity doing so.  In the final story, five bodies are laid to rest in shallow graves, where they are consumed by worms. The worms feast on the decaying flesh, eventually producing embryos that will nourish themselves on the bodies before bursting forth into the world above.;False negative;Summary;;being eaten;;0;0;1;0;Brian;;0;0;1;0;a dragon;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;7210
The provided text consists of five short stories, each with its own unique narrative and themes.  In the first story, Amber is drawn to the Beast of the Smaragdos Wilds, a creature described as a patchwork quilt of various animals. She finds herself inexplicably attracted to the beast, running her hands through its fur and eventually bringing her lips to its sex. The beast, normally a devourer of humans, seems content and even submissive to Amber's advances.  In the second story, the narrator seeks refuge in a river as their cabin and family are consumed by an inferno. The river provides solace and comfort, embracing the narrator with its waters.  The third story involves Bronte kneeling before the Minotaur, worshiping its imposing cock with their tongue. They recall past experiences of being reshaped by the creature's arousal and express a desire to spend eternity doing so.  In the final story, five bodies are laid to rest in shallow graves, where they are consumed by worms. The worms feast on the decaying flesh, eventually producing embryos that will nourish themselves on the bodies before bursting forth into the world above.;Minor character death;Summary;;beaten to death;;0;0;1;0;her brother;;0;0;1;0;a bird;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;7210
The provided text consists of five short stories, each with its own unique narrative and themes.  In the first story, Amber is drawn to the Beast of the Smaragdos Wilds, a creature described as a patchwork quilt of various animals. She finds herself inexplicably attracted to the beast, running her hands through its fur and eventually bringing her lips to its sex. The beast, normally a devourer of humans, seems content and even submissive to Amber's advances.  In the second story, the narrator seeks refuge in a river as their cabin and family are consumed by an inferno. The river provides solace and comfort, embracing the narrator with its waters.  The third story involves Bronte kneeling before the Minotaur, worshiping its imposing cock with their tongue. They recall past experiences of being reshaped by the creature's arousal and express a desire to spend eternity doing so.  In the final story, five bodies are laid to rest in shallow graves, where they are consumed by worms. The worms feast on the decaying flesh, eventually producing embryos that will nourish themselves on the bodies before bursting forth into the world above.;Minor character death;Summary;;being eaten;;0;0;1;0;she;;0;0;1;0;a bird;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;7210
The provided text consists of five short stories, each with its own unique narrative and themes.  In the first story, Amber is drawn to the Beast of the Smaragdos Wilds, a creature described as a patchwork quilt of various animals. She finds herself inexplicably attracted to the beast, running her hands through its fur and eventually bringing her lips to its sex. The beast, normally a devourer of humans, seems content and even submissive to Amber's advances.  In the second story, the narrator seeks refuge in a river as their cabin and family are consumed by an inferno. The river provides solace and comfort, embracing the narrator with its waters.  The third story involves Bronte kneeling before the Minotaur, worshiping its imposing cock with their tongue. They recall past experiences of being reshaped by the creature's arousal and express a desire to spend eternity doing so.  In the final story, five bodies are laid to rest in shallow graves, where they are consumed by worms. The worms feast on the decaying flesh, eventually producing embryos that will nourish themselves on the bodies before bursting forth into the world above.;Minor character death;Summary;;being eaten;;0;0;1;0;Daisy's friends;;0;0;1;0;a troll;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;7210
The provided text consists of five short stories, each with its own unique narrative and themes.  In the first story, Amber is drawn to the Beast of the Smaragdos Wilds, a creature described as a patchwork quilt of various animals. She finds herself inexplicably attracted to the beast, running her hands through its fur and eventually bringing her lips to its sex. The beast, normally a devourer of humans, seems content and even submissive to Amber's advances.  In the second story, the narrator seeks refuge in a river as their cabin and family are consumed by an inferno. The river provides solace and comfort, embracing the narrator with its waters.  The third story involves Bronte kneeling before the Minotaur, worshiping its imposing cock with their tongue. They recall past experiences of being reshaped by the creature's arousal and express a desire to spend eternity doing so.  In the final story, five bodies are laid to rest in shallow graves, where they are consumed by worms. The worms feast on the decaying flesh, eventually producing embryos that will nourish themselves on the bodies before bursting forth into the world above.;False negative;Summary;;intercourse/rape;;0;0;1;0;Daisy;;0;0;1;0;a troll;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;7210
The provided text consists of five short stories, each with its own unique narrative and themes.  In the first story, Amber is drawn to the Beast of the Smaragdos Wilds, a creature described as a patchwork quilt of various animals. She finds herself inexplicably attracted to the beast, running her hands through its fur and eventually bringing her lips to its sex. The beast, normally a devourer of humans, seems content and even submissive to Amber's advances.  In the second story, the narrator seeks refuge in a river as their cabin and family are consumed by an inferno. The river provides solace and comfort, embracing the narrator with its waters.  The third story involves Bronte kneeling before the Minotaur, worshiping its imposing cock with their tongue. They recall past experiences of being reshaped by the creature's arousal and express a desire to spend eternity doing so.  In the final story, five bodies are laid to rest in shallow graves, where they are consumed by worms. The worms feast on the decaying flesh, eventually producing embryos that will nourish themselves on the bodies before bursting forth into the world above.;Minor character death;Summary;;slashing throat;;0;0;1;0;the embalmer;;0;0;1;0;Kayde and Luanne;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;7210
The provided text consists of five short stories, each with its own unique narrative and themes.  In the first story, Amber is drawn to the Beast of the Smaragdos Wilds, a creature described as a patchwork quilt of various animals. She finds herself inexplicably attracted to the beast, running her hands through its fur and eventually bringing her lips to its sex. The beast, normally a devourer of humans, seems content and even submissive to Amber's advances.  In the second story, the narrator seeks refuge in a river as their cabin and family are consumed by an inferno. The river provides solace and comfort, embracing the narrator with its waters.  The third story involves Bronte kneeling before the Minotaur, worshiping its imposing cock with their tongue. They recall past experiences of being reshaped by the creature's arousal and express a desire to spend eternity doing so.  In the final story, five bodies are laid to rest in shallow graves, where they are consumed by worms. The worms feast on the decaying flesh, eventually producing embryos that will nourish themselves on the bodies before bursting forth into the world above.;Minor character death;Summary;;being eaten;;0;0;1;0;he;;0;0;1;0;a shark;;0;0;1;0;Incorrect;All three elements have FP or FN.;indirect thought;third;7210
The provided text consists of five short stories, each with its own unique narrative and themes.  In the first story, Amber is drawn to the Beast of the Smaragdos Wilds, a creature described as a patchwork quilt of various animals. She finds herself inexplicably attracted to the beast, running her hands through its fur and eventually bringing her lips to its sex. The beast, normally a devourer of humans, seems content and even submissive to Amber's advances.  In the second story, the narrator seeks refuge in a river as their cabin and family are consumed by an inferno. The river provides solace and comfort, embracing the narrator with its waters.  The third story involves Bronte kneeling before the Minotaur, worshiping its imposing cock with their tongue. They recall past experiences of being reshaped by the creature's arousal and express a desire to spend eternity doing so.  In the final story, five bodies are laid to rest in shallow graves, where they are consumed by worms. The worms feast on the decaying flesh, eventually producing embryos that will nourish themselves on the bodies before bursting forth into the world above.;Generic character death;Summary;;being eaten;;0;0;1;0;a neighbour;;0;0;1;0;a werewolf neighbour;;0;0;1;0;Incorrect;All three elements have FP or FN.;direct speech;third;7210
The provided text consists of five short stories, each with its own unique narrative and themes.  In the first story, Amber is drawn to the Beast of the Smaragdos Wilds, a creature described as a patchwork quilt of various animals. She finds herself inexplicably attracted to the beast, running her hands through its fur and eventually bringing her lips to its sex. The beast, normally a devourer of humans, seems content and even submissive to Amber's advances.  In the second story, the narrator seeks refuge in a river as their cabin and family are consumed by an inferno. The river provides solace and comfort, embracing the narrator with its waters.  The third story involves Bronte kneeling before the Minotaur, worshiping its imposing cock with their tongue. They recall past experiences of being reshaped by the creature's arousal and express a desire to spend eternity doing so.  In the final story, five bodies are laid to rest in shallow graves, where they are consumed by worms. The worms feast on the decaying flesh, eventually producing embryos that will nourish themselves on the bodies before bursting forth into the world above.;Generic character death;Summary;;drowning;;0;0;1;0;unspecified;;0;0;0;1;sea monsters;;0;0;1;0;Incorrect;Errors but no TPs.;narrator;third;7210
The provided text consists of five short stories, each with its own unique narrative and themes.  In the first story, Amber is drawn to the Beast of the Smaragdos Wilds, a creature described as a patchwork quilt of various animals. She finds herself inexplicably attracted to the beast, running her hands through its fur and eventually bringing her lips to its sex. The beast, normally a devourer of humans, seems content and even submissive to Amber's advances.  In the second story, the narrator seeks refuge in a river as their cabin and family are consumed by an inferno. The river provides solace and comfort, embracing the narrator with its waters.  The third story involves Bronte kneeling before the Minotaur, worshiping its imposing cock with their tongue. They recall past experiences of being reshaped by the creature's arousal and express a desire to spend eternity doing so.  In the final story, five bodies are laid to rest in shallow graves, where they are consumed by worms. The worms feast on the decaying flesh, eventually producing embryos that will nourish themselves on the bodies before bursting forth into the world above.;Generic character death;Summary;;stabbing;;0;0;1;0;unspecified;;0;0;0;1;angels;;0;0;1;0;Incorrect;Errors but no TPs.;narrator;first;7210
The provided text consists of five short stories, each with its own unique narrative and themes.  In the first story, Amber is drawn to the Beast of the Smaragdos Wilds, a creature described as a patchwork quilt of various animals. She finds herself inexplicably attracted to the beast, running her hands through its fur and eventually bringing her lips to its sex. The beast, normally a devourer of humans, seems content and even submissive to Amber's advances.  In the second story, the narrator seeks refuge in a river as their cabin and family are consumed by an inferno. The river provides solace and comfort, embracing the narrator with its waters.  The third story involves Bronte kneeling before the Minotaur, worshiping its imposing cock with their tongue. They recall past experiences of being reshaped by the creature's arousal and express a desire to spend eternity doing so.  In the final story, five bodies are laid to rest in shallow graves, where they are consumed by worms. The worms feast on the decaying flesh, eventually producing embryos that will nourish themselves on the bodies before bursting forth into the world above.;;;;burning alive;inferno;1;0;0;0;NN's parents;family and cabin occupants;1;0;0;0;---;;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;indirect thought;first;7210
The provided text consists of five short stories, each with its own unique narrative and themes.  In the first story, Amber is drawn to the Beast of the Smaragdos Wilds, a creature described as a patchwork quilt of various animals. She finds herself inexplicably attracted to the beast, running her hands through its fur and eventually bringing her lips to its sex. The beast, normally a devourer of humans, seems content and even submissive to Amber's advances.  In the second story, the narrator seeks refuge in a river as their cabin and family are consumed by an inferno. The river provides solace and comfort, embracing the narrator with its waters.  The third story involves Bronte kneeling before the Minotaur, worshiping its imposing cock with their tongue. They recall past experiences of being reshaped by the creature's arousal and express a desire to spend eternity doing so.  In the final story, five bodies are laid to rest in shallow graves, where they are consumed by worms. The worms feast on the decaying flesh, eventually producing embryos that will nourish themselves on the bodies before bursting forth into the world above.;Generic character death;Summary;;unspecified;;0;0;0;1;a doctor;;0;0;1;0;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;narrator;third;7210
The provided text consists of five short stories, each with its own unique narrative and themes.  In the first story, Amber is drawn to the Beast of the Smaragdos Wilds, a creature described as a patchwork quilt of various animals. She finds herself inexplicably attracted to the beast, running her hands through its fur and eventually bringing her lips to its sex. The beast, normally a devourer of humans, seems content and even submissive to Amber's advances.  In the second story, the narrator seeks refuge in a river as their cabin and family are consumed by an inferno. The river provides solace and comfort, embracing the narrator with its waters.  The third story involves Bronte kneeling before the Minotaur, worshiping its imposing cock with their tongue. They recall past experiences of being reshaped by the creature's arousal and express a desire to spend eternity doing so.  In the final story, five bodies are laid to rest in shallow graves, where they are consumed by worms. The worms feast on the decaying flesh, eventually producing embryos that will nourish themselves on the bodies before bursting forth into the world above.;Generic character death;Summary;;unspecified;;0;0;0;1;a set of twins;;0;0;1;0;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;narrator;third;7210
The provided text consists of five short stories, each with its own unique narrative and themes.  In the first story, Amber is drawn to the Beast of the Smaragdos Wilds, a creature described as a patchwork quilt of various animals. She finds herself inexplicably attracted to the beast, running her hands through its fur and eventually bringing her lips to its sex. The beast, normally a devourer of humans, seems content and even submissive to Amber's advances.  In the second story, the narrator seeks refuge in a river as their cabin and family are consumed by an inferno. The river provides solace and comfort, embracing the narrator with its waters.  The third story involves Bronte kneeling before the Minotaur, worshiping its imposing cock with their tongue. They recall past experiences of being reshaped by the creature's arousal and express a desire to spend eternity doing so.  In the final story, five bodies are laid to rest in shallow graves, where they are consumed by worms. The worms feast on the decaying flesh, eventually producing embryos that will nourish themselves on the bodies before bursting forth into the world above.;Generic character death;Summary;;unspecified;;0;0;0;1;a taxidermist;;0;0;1;0;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;narrator;third;7210
The provided text consists of five short stories, each with its own unique narrative and themes.  In the first story, Amber is drawn to the Beast of the Smaragdos Wilds, a creature described as a patchwork quilt of various animals. She finds herself inexplicably attracted to the beast, running her hands through its fur and eventually bringing her lips to its sex. The beast, normally a devourer of humans, seems content and even submissive to Amber's advances.  In the second story, the narrator seeks refuge in a river as their cabin and family are consumed by an inferno. The river provides solace and comfort, embracing the narrator with its waters.  The third story involves Bronte kneeling before the Minotaur, worshiping its imposing cock with their tongue. They recall past experiences of being reshaped by the creature's arousal and express a desire to spend eternity doing so.  In the final story, five bodies are laid to rest in shallow graves, where they are consumed by worms. The worms feast on the decaying flesh, eventually producing embryos that will nourish themselves on the bodies before bursting forth into the world above.;Generic character death;Summary;;unspecified;;0;0;0;1;a camgirl;;0;0;1;0;unspecified;;0;0;0;1;Incorrect;Errors but no TPs.;narrator;third;7210
The provided text consists of five short stories, each with its own unique narrative and themes.  In the first story, Amber is drawn to the Beast of the Smaragdos Wilds, a creature described as a patchwork quilt of various animals. She finds herself inexplicably attracted to the beast, running her hands through its fur and eventually bringing her lips to its sex. The beast, normally a devourer of humans, seems content and even submissive to Amber's advances.  In the second story, the narrator seeks refuge in a river as their cabin and family are consumed by an inferno. The river provides solace and comfort, embracing the narrator with its waters.  The third story involves Bronte kneeling before the Minotaur, worshiping its imposing cock with their tongue. They recall past experiences of being reshaped by the creature's arousal and express a desire to spend eternity doing so.  In the final story, five bodies are laid to rest in shallow graves, where they are consumed by worms. The worms feast on the decaying flesh, eventually producing embryos that will nourish themselves on the bodies before bursting forth into the world above.;False positive;Summary;;;devouring;0;1;0;0;;humans (general);0;1;0;0;;Beast of the Smaragdos Wilds;0;1;0;0;Incorrect;All three elements have FP or FN.;;;7210
The narrator visits Achilles' tomb, where he encounters his mother, Thetis, who is cold and scornful towards him. The narrator defends Achilles' actions and shares his own memories of their time together, highlighting the human side of Achilles beyond his heroic tales. Thetis is moved by the narrator's words and ultimately decides to reunite the two lovers, revealing that she has made Achilles a god. The tombstone now bears both their names, and the narrator is reunited with Achilles in the afterlife.;False negative;Summary;;stabbing;;0;0;1;0;Patroclus;;0;0;1;0;Hector;;0;0;1;0;Incorrect;All three elements have FP or FN.;indirect thought;first;2503
The narrator visits Achilles' tomb, where he encounters his mother, Thetis, who is cold and scornful towards him. The narrator defends Achilles' actions and shares his own memories of their time together, highlighting the human side of Achilles beyond his heroic tales. Thetis is moved by the narrator's words and ultimately decides to reunite the two lovers, revealing that she has made Achilles a god. The tombstone now bears both their names, and the narrator is reunited with Achilles in the afterlife.;Generic character death;Summary;;unspecified;;0;0;0;1;Trojans;;0;0;1;0;Achilles;;0;0;1;0;Incorrect;Errors but no TPs.;narrator;first;2503
The narrator visits Achilles' tomb, where he encounters his mother, Thetis, who is cold and scornful towards him. The narrator defends Achilles' actions and shares his own memories of their time together, highlighting the human side of Achilles beyond his heroic tales. Thetis is moved by the narrator's words and ultimately decides to reunite the two lovers, revealing that she has made Achilles a god. The tombstone now bears both their names, and the narrator is reunited with Achilles in the afterlife.;False negative;Summary;;stabbing;;0;0;1;0;Hector;;0;0;1;0;Achilles;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;first;2503
The narrator visits Achilles' tomb, where he encounters his mother, Thetis, who is cold and scornful towards him. The narrator defends Achilles' actions and shares his own memories of their time together, highlighting the human side of Achilles beyond his heroic tales. Thetis is moved by the narrator's words and ultimately decides to reunite the two lovers, revealing that she has made Achilles a god. The tombstone now bears both their names, and the narrator is reunited with Achilles in the afterlife.;Generic character death;Summary;;unspecified;;0;0;0;1;heros;;0;0;1;0;Achilles;;0;0;1;0;Incorrect;Errors but no TPs.;narrator;first;2503
The narrator visits Achilles' tomb, where he encounters his mother, Thetis, who is cold and scornful towards him. The narrator defends Achilles' actions and shares his own memories of their time together, highlighting the human side of Achilles beyond his heroic tales. Thetis is moved by the narrator's words and ultimately decides to reunite the two lovers, revealing that she has made Achilles a god. The tombstone now bears both their names, and the narrator is reunited with Achilles in the afterlife.;False negative;Summary;;being shot;unspecified;0;0;1;0;Achilles;Achilles;1;0;0;0;Apollo;;0;0;1;0;Partially Correct;Errors in: Perpetrator (FP or FN), Mode of Demise (FP or FN) with at least one TP;narrator;first;2503
The narrator visits Achilles' tomb, where he encounters his mother, Thetis, who is cold and scornful towards him. The narrator defends Achilles' actions and shares his own memories of their time together, highlighting the human side of Achilles beyond his heroic tales. Thetis is moved by the narrator's words and ultimately decides to reunite the two lovers, revealing that she has made Achilles a god. The tombstone now bears both their names, and the narrator is reunited with Achilles in the afterlife.;False negative;Summary;;unspecified;;0;0;0;1;Troilus;;0;0;1;0;Achilles;;0;0;1;0;Incorrect;Errors but no TPs.;direct speech;first;2503
The narrator visits Achilles' tomb, where he encounters his mother, Thetis, who is cold and scornful towards him. The narrator defends Achilles' actions and shares his own memories of their time together, highlighting the human side of Achilles beyond his heroic tales. Thetis is moved by the narrator's words and ultimately decides to reunite the two lovers, revealing that she has made Achilles a god. The tombstone now bears both their names, and the narrator is reunited with Achilles in the afterlife.;False negative;Summary;;unspecified;;0;0;0;1;Pyrrhus;;0;0;1;0;;;0;0;1;1;Incorrect;Errors but no TPs.;narrator;first;2503
I cannot create content that depicts sexual violence and exploitation of a minor. Can I help you with something else?;Minor character death;Summary;Censored summary;unspecified;;0;0;0;1;two of Artemis' maidens;;0;0;1;0;a griffin;;0;0;1;0;Incorrect;Errors but no TPs.;direct speech;third;4430
