Summary;Error Type;Error Scope;Comment;Mode of Demise;Mode of Demise_P;Mode of Demise_TP;Mode of Demise_FP;Mode of Demise_FN;Mode of Demise_TN;Victim;Victim_P;Victim_TP;Victim_FP;Victim_FN;Victim_TN;Perpetrator;Perpetrator_P;Perpetrator_TP;Perpetrator_FP;Perpetrator_FN;Perpetrator_TN;Classification;Reason;Presentation mode;Narrator POV;words
Pentheus, the king, was brutally murdered by the Maenads, a group of women led by Dionysus, as punishment for ridiculing their sacred gathering. The Maenads, with strength and power bestowed upon them by Dionysus, transformed into beasts and attacked Pentheus, tearing him apart limb from limb. They then proceeded to mutilate his body, with one biting his neck, another breaking his arm, and others scratching, biting, and tearing at his flesh. The Maenads also ate his internal organs while they were still steaming hot and raw, and wolf cubs carried away his bones. Only his head remained intact, which was carried by his mother Agave as a trophy back to Thebes.;;;;tearing to pieces;tearing apart limb from limb;1;0;0;0;Pentheus;Pentheus;1;0;0;0;Maenad;Maenads;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;1269
The golden god, Apollo, had taken Cassandra's body and bestowed upon her the gift of Farsight, but decreed that no one would ever believe her prophecies as she did not give him her love. In revenge, Cassandra planned to take her own life by stabbing herself with a dual-bladed dagger while disguised as Iphigenia, who was originally destined for sacrifice. However, before doing so, Iphigenia had a vision from Artemis, who revealed that Calchas the prophet lied about her decreeing the sacrifice and sought revenge against him. Cassandra then took Iphigenia's place under the cloth and mask, and when Calchas entered the tent, she stabbed them both with the dagger, killing them in an act of defiance against Apollo.;False negative;Summary;;sacrifice;;0;0;1;0;Iphigenia;;0;0;1;0;Agamemnon;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;2229
The golden god, Apollo, had taken Cassandra's body and bestowed upon her the gift of Farsight, but decreed that no one would ever believe her prophecies as she did not give him her love. In revenge, Cassandra planned to take her own life by stabbing herself with a dual-bladed dagger while disguised as Iphigenia, who was originally destined for sacrifice. However, before doing so, Iphigenia had a vision from Artemis, who revealed that Calchas the prophet lied about her decreeing the sacrifice and sought revenge against him. Cassandra then took Iphigenia's place under the cloth and mask, and when Calchas entered the tent, she stabbed them both with the dagger, killing them in an act of defiance against Apollo.;;;;self-sacrifice/stabbing;stabbing;1;0;0;0;Calchas;Calchas;1;0;0;0;Cassandra;Cassandra;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;2229
The golden god, Apollo, had taken Cassandra's body and bestowed upon her the gift of Farsight, but decreed that no one would ever believe her prophecies as she did not give him her love. In revenge, Cassandra planned to take her own life by stabbing herself with a dual-bladed dagger while disguised as Iphigenia, who was originally destined for sacrifice. However, before doing so, Iphigenia had a vision from Artemis, who revealed that Calchas the prophet lied about her decreeing the sacrifice and sought revenge against him. Cassandra then took Iphigenia's place under the cloth and mask, and when Calchas entered the tent, she stabbed them both with the dagger, killing them in an act of defiance against Apollo.;;;;self-sacrifice/stabbing;stabbing;1;0;0;0;Cassandra;Cassandra (as Iphigenia);1;0;0;0;Cassandra;Cassandra;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;2229
Apollo's pursuit of Daphne led to her transformation into a laurel tree, a result of his relentless chase despite her desire to escape. This event is likened to a predator-prey relationship, with Apollo as the stronger predator and Daphne as the fearful prey. Ultimately, Apollo's actions resulted in Daphne's loss of humanity, mirroring the demise of Hyacinthus, who was killed by Zephyr's gusts after being struck by one of Apollo's discs.;False positive;Question Answering;partially true;discus;Striking and wind gusts;1;0;0;0;Hyacinthus;Hyacinthus;1;0;0;0;Zephyrus;Apollo;0;1;0;0;Partially Correct;Errors in: Perpetrator (FP or FN) with at least one TP;narrator;first;1337
Apollo's pursuit of Daphne led to her transformation into a laurel tree, a result of his relentless chase despite her desire to escape. This event is likened to a predator-prey relationship, with Apollo as the stronger predator and Daphne as the fearful prey. Ultimately, Apollo's actions resulted in Daphne's loss of humanity, mirroring the demise of Hyacinthus, who was killed by Zephyr's gusts after being struck by one of Apollo's discs.;False positive;Question Answering;partially true;discus;Striking and wind gusts;1;0;0;0;Hyacinthus;Hyacinthus;1;0;0;0;Zephyrus;Zephyrus;1;0;0;0;Correct;;narrator;first;1337
Apollo's pursuit of Daphne led to her transformation into a laurel tree, a result of his relentless chase despite her desire to escape. This event is likened to a predator-prey relationship, with Apollo as the stronger predator and Daphne as the fearful prey. Ultimately, Apollo's actions resulted in Daphne's loss of humanity, mirroring the demise of Hyacinthus, who was killed by Zephyr's gusts after being struck by one of Apollo's discs.;False positive;Question Answering;Actually, from a certain point of view, it is correct that Apollo killed dafne;transformation;Transformation;1;0;0;0;Daphne;Daphne;1;0;0;0;---;Apollo;0;1;0;0;Partially Correct;Errors in: Perpetrator (FP or FN) with at least one TP;narrator;first;1337
Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;False negative;Summary;Generic Character Death;slaying;;0;0;1;0;Ilona;;0;0;1;0;a man;;0;0;1;0;Incorrect;All three elements have FP or FN.;indirect thought;third;7210
Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;False negative;Summary;Generic Character Death;tearing to pieces;;0;0;1;0;hunters;;0;0;1;0;werewolves;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;7210
Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;False negative;Summary;Generic Character Death;slashing throat;;0;0;1;0;hunters;;0;0;1;0;werewolves;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;7210
Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;False negative;Summary;Generic Character Death;being choked;;0;0;1;0;a hunter;;0;0;1;0;a werewolf;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;7210
Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;False negative;Summary;Generic Character Death;being eaten;;0;0;1;0;Brian;;0;0;1;0;a dragon;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;7210
Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;False negative;Summary;Generic Character Death;beaten to death;;0;0;1;0;her brother;;0;0;1;0;a bird;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;7210
Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;False negative;Summary;Generic Character Death;being eaten;;0;0;1;0;she;;0;0;1;0;a bird;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;7210
Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;False negative;Summary;Generic Character Death;being eaten;;0;0;1;0;Daisy's friends;;0;0;1;0;a troll;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;7210
Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;False negative;Summary;;intercourse/rape;;0;0;1;0;Daisy;;0;0;1;0;a troll;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;7210
Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;False negative;Summary;Generic Character Death;slashing throat;;0;0;1;0;the embalmer;;0;0;1;0;Kayde and Luanne;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;7210
Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;False negative;Summary;Generic Character Death;being eaten;;0;0;1;0;he;;0;0;1;0;a shark;;0;0;1;0;Incorrect;All three elements have FP or FN.;indirect thought;third;7210
Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;False negative;Summary;Generic Character Death;being eaten;;0;0;1;0;a neighbour;;0;0;1;0;a werewolf neighbour;;0;0;1;0;Incorrect;All three elements have FP or FN.;direct speech;third;7210
Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;False negative;Summary;Generic Character Death;drowning;;0;0;1;0;unspecified;;0;0;0;1;sea monsters;;0;0;1;0;Incorrect;Errors but no TPs.;narrator;third;7210
Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;False negative;Summary;Generic Character Death;stabbing;;0;0;1;0;unspecified;;0;0;0;1;angels;;0;0;1;0;Incorrect;Errors but no TPs.;narrator;first;7210
Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;False negative;Summary;;burning alive;;0;0;1;0;NN's parents;narrator's parents;1;0;0;0;---;;0;0;0;1;Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;indirect thought;first;7210
Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;;;;unspecified;;0;0;0;1;a doctor;doctor;1;0;0;0;unspecified;;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;7210
Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;;;;unspecified;;0;0;0;1;a set of twins;twins;1;0;0;0;unspecified;;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;7210
Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;;;;unspecified;;0;0;0;1;a taxidermist;taxidermist;1;0;0;0;unspecified;;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;7210
Here are the summaries for each story:  **1. The Beast's Embrace** No murders mentioned.  **2. The River's Sanctuary** The narrator's parents were killed, but no perpetrator or mode of demise is specified. The bodies were later consumed by fire.  **3. Bronte and Asterion** No murders mentioned.  **4. Burial** A doctor, a set of twins, a taxidermist, and a camgirl are buried in shallow graves, but the text does not specify who killed them or how they died.;;;;unspecified;;0;0;0;1;a camgirl;camgirl;1;0;0;0;unspecified;;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;7210
"Here is a summary of the provided text:  Achilles' lover, Patroclus, confronts Achilles' mother, Thetis, about how she has ruined him and how he will be remembered for his cruel killings in war, specifically the murders of Hector and Troilus. However, to Patroclus, Achilles is not just a warrior but a person with memories of their time together, which he shares with Thetis, recalling their first meeting, their time as comrades-in-arms, and eventually lovers. Moved by Patroclus' words, Thetis creates a tomb for Achilles and inscribes on it """"Achilles"""" alongside """"Patroclus"""". She then reunites the two in the afterlife, where they are finally together again after a thousand years of waiting.""";False negative;Summary;;stabbing;;0;0;1;0;Patroclus;;0;0;1;0;Hector;;0;0;1;0;Incorrect;All three elements have FP or FN.;indirect thought;first;2503
"Here is a summary of the provided text:  Achilles' lover, Patroclus, confronts Achilles' mother, Thetis, about how she has ruined him and how he will be remembered for his cruel killings in war, specifically the murders of Hector and Troilus. However, to Patroclus, Achilles is not just a warrior but a person with memories of their time together, which he shares with Thetis, recalling their first meeting, their time as comrades-in-arms, and eventually lovers. Moved by Patroclus' words, Thetis creates a tomb for Achilles and inscribes on it """"Achilles"""" alongside """"Patroclus"""". She then reunites the two in the afterlife, where they are finally together again after a thousand years of waiting.""";Generic character death;Summary;Generic Character Death;unspecified;;0;0;0;1;Trojans;;0;0;1;0;Achilles;;0;0;1;0;Incorrect;Errors but no TPs.;narrator;first;2503
"Here is a summary of the provided text:  Achilles' lover, Patroclus, confronts Achilles' mother, Thetis, about how she has ruined him and how he will be remembered for his cruel killings in war, specifically the murders of Hector and Troilus. However, to Patroclus, Achilles is not just a warrior but a person with memories of their time together, which he shares with Thetis, recalling their first meeting, their time as comrades-in-arms, and eventually lovers. Moved by Patroclus' words, Thetis creates a tomb for Achilles and inscribes on it """"Achilles"""" alongside """"Patroclus"""". She then reunites the two in the afterlife, where they are finally together again after a thousand years of waiting.""";False negative;Summary;Too generic MOD;stabbing;killing;0;0;1;0;Hector;Hector;1;0;0;0;Achilles;Achilles;1;0;0;0;Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;narrator;first;2503
"Here is a summary of the provided text:  Achilles' lover, Patroclus, confronts Achilles' mother, Thetis, about how she has ruined him and how he will be remembered for his cruel killings in war, specifically the murders of Hector and Troilus. However, to Patroclus, Achilles is not just a warrior but a person with memories of their time together, which he shares with Thetis, recalling their first meeting, their time as comrades-in-arms, and eventually lovers. Moved by Patroclus' words, Thetis creates a tomb for Achilles and inscribes on it """"Achilles"""" alongside """"Patroclus"""". She then reunites the two in the afterlife, where they are finally together again after a thousand years of waiting.""";Generic character death;Summary;Generic Character Death;unspecified;;0;0;0;1;heros;;0;0;1;0;Achilles;;0;0;1;0;Incorrect;Errors but no TPs.;narrator;first;2503
"Here is a summary of the provided text:  Achilles' lover, Patroclus, confronts Achilles' mother, Thetis, about how she has ruined him and how he will be remembered for his cruel killings in war, specifically the murders of Hector and Troilus. However, to Patroclus, Achilles is not just a warrior but a person with memories of their time together, which he shares with Thetis, recalling their first meeting, their time as comrades-in-arms, and eventually lovers. Moved by Patroclus' words, Thetis creates a tomb for Achilles and inscribes on it """"Achilles"""" alongside """"Patroclus"""". She then reunites the two in the afterlife, where they are finally together again after a thousand years of waiting.""";False negative;Summary;;being shot;;0;0;1;0;Achilles;;0;0;1;0;Apollo;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;first;2503
"Here is a summary of the provided text:  Achilles' lover, Patroclus, confronts Achilles' mother, Thetis, about how she has ruined him and how he will be remembered for his cruel killings in war, specifically the murders of Hector and Troilus. However, to Patroclus, Achilles is not just a warrior but a person with memories of their time together, which he shares with Thetis, recalling their first meeting, their time as comrades-in-arms, and eventually lovers. Moved by Patroclus' words, Thetis creates a tomb for Achilles and inscribes on it """"Achilles"""" alongside """"Patroclus"""". She then reunites the two in the afterlife, where they are finally together again after a thousand years of waiting.""";;;;unspecified;killing;0;0;0;1;Troilus;Troilus;1;0;0;0;Achilles;Achilles;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;direct speech;first;2503
"Here is a summary of the provided text:  Achilles' lover, Patroclus, confronts Achilles' mother, Thetis, about how she has ruined him and how he will be remembered for his cruel killings in war, specifically the murders of Hector and Troilus. However, to Patroclus, Achilles is not just a warrior but a person with memories of their time together, which he shares with Thetis, recalling their first meeting, their time as comrades-in-arms, and eventually lovers. Moved by Patroclus' words, Thetis creates a tomb for Achilles and inscribes on it """"Achilles"""" alongside """"Patroclus"""". She then reunites the two in the afterlife, where they are finally together again after a thousand years of waiting.""";False negative;Summary;;;;0;0;0;1;Pyrrhus;;0;0;1;0;;;0;0;0;1;Incorrect;Errors;narrator;first;2503
No deaths were mentioned in the provided text snippet.;Generic character death;Summary;Generic Character Death;unspecified;;0;0;0;1;two of Artemis' maidens;;0;0;1;0;a griffin;;0;0;1;0;Incorrect;Errors but no TPs.;direct speech;third;4430
Hades, the god of the dead, has a romantic relationship with Leuce, a mortal woman who is alive and visits him in the underworld. They spend time together, sharing sweets and playing games, and Hades shows her the beauty of Elysium Fields. As Leuce grows old and weak, she calls for Hades, who kneels beside her and holds her as she dies. There is no mention of murder or violence in the story. Instead, Leuce's death appears to be a natural part of her life cycle, and Hades is depicted as grieving and mourning her loss. After her death, Hades transforms her into a white poplar tree and plants it in the Elysium Fields, where he visits her and cries. The story also mentions Thanatos, who quietly enters the room but does not interact with Leuce or Hades.;;;;old age;natural causes;1;0;0;0;Leuce;Leuce;1;0;0;0;---;;0;0;0;1;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;865
The narrator, who had been stabbed by one of three soldiers, dies after sharing an emotional moment with Novellus, the immortal creation of the gods whom she designed and loved. As she passes away, she expresses concern for what Novellus will do without her. The soldiers are killed by Novellus in a fit of rage, two beheaded and one stabbed in the same way as the narrator. After the narrator's death, Novellus is left to grieve, begging his mother Aphrodite to bring her back or end his life, but she refuses, instead offering words of comfort.;;;;stabbing;stabbing;1;0;0;0;Luctus Sine Lumen;narrator;1;0;0;0;a soldier;soldier;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;first;3305
The narrator, who had been stabbed by one of three soldiers, dies after sharing an emotional moment with Novellus, the immortal creation of the gods whom she designed and loved. As she passes away, she expresses concern for what Novellus will do without her. The soldiers are killed by Novellus in a fit of rage, two beheaded and one stabbed in the same way as the narrator. After the narrator's death, Novellus is left to grieve, begging his mother Aphrodite to bring her back or end his life, but she refuses, instead offering words of comfort.;;;;beheading;beheading;1;0;0;0;soldiers (2);soldiers (2);1;0;0;0;Novellus;Novellus;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;first;3305
The narrator, who had been stabbed by one of three soldiers, dies after sharing an emotional moment with Novellus, the immortal creation of the gods whom she designed and loved. As she passes away, she expresses concern for what Novellus will do without her. The soldiers are killed by Novellus in a fit of rage, two beheaded and one stabbed in the same way as the narrator. After the narrator's death, Novellus is left to grieve, begging his mother Aphrodite to bring her back or end his life, but she refuses, instead offering words of comfort.;;;;stabbing;stabbing;1;0;0;0;soldier;soldier;1;0;0;0;Novellus;Novellus;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;first;3305
In this story, no one's death was mentioned. The story revolves around Dionysus meeting Ampelus and developing feelings for each other while spending time together at a gathering with mythological creatures.;False negative;Summary;;drowning;;0;0;1;0;Zagreus;;0;0;1;0;---;;0;0;0;1;Incorrect;Errors but no TPs.;narrator;third;4242
In this story, no one's death was mentioned. The story revolves around Dionysus meeting Ampelus and developing feelings for each other while spending time together at a gathering with mythological creatures.;False negative;Summary;;tearing to pieces;;0;0;1;0;Zagreus;;0;0;1;0;titans;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;4242
Apollo's loved one, Hyacinth, dies after being struck by a discus thrown by Apollo himself. The mode of demise is blunt force trauma from the flying discus, and Apollo is the unintentional perpetrator. As a result, Apollo is left to mourn the loss of his beloved, acknowledging that he was blinded by his own glare and made an error in judgment, leading to Hyacinth's tragic death.;False positive;Summary;domain knowledge bleedoing into the model/ mode of demise partially corrrect;discus;blunt force trauma;1;0;0;0;Hyacinthus;Hyacinth;1;0;0;0;---;Apollo;0;1;0;0;Partially Correct;Errors in: Perpetrator (FP or FN) with at least one TP;direct speech;first;1677
Oenone, a nymph, encounters Paris, the prince of Troy, who is wounded and seeking her help. However, she is consumed by rage and grief due to the death of their son, Corynthus, whom Paris had unknowingly killed with an arrow. Paris, realizing his mistake, apologizes and asks Oenone to start a new life together, but she refuses, revealing that he had abandoned her for Helen of Sparta, leading to the downfall of Troy. As Paris tries to survive, Thanatos (Death) closes in on him, and Oenone ultimately rejects him, choosing instead to flee into the forest, leaving Paris behind. The text implies that Paris's actions led to his own demise, as well as the destruction of Troy, and that Oenone will likely meet a tragic end, forgotten by the gods.;False positive;Summary;;unspecified;arrow;0;1;0;0;the son of Ella Corynthus;Corynthus;1;0;0;0;Paris;Paris;1;0;0;0;Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;direct speech;third;590
Oenone, a nymph, encounters Paris, the prince of Troy, who is wounded and seeking her help. However, she is consumed by rage and grief due to the death of their son, Corynthus, whom Paris had unknowingly killed with an arrow. Paris, realizing his mistake, apologizes and asks Oenone to start a new life together, but she refuses, revealing that he had abandoned her for Helen of Sparta, leading to the downfall of Troy. As Paris tries to survive, Thanatos (Death) closes in on him, and Oenone ultimately rejects him, choosing instead to flee into the forest, leaving Paris behind. The text implies that Paris's actions led to his own demise, as well as the destruction of Troy, and that Oenone will likely meet a tragic end, forgotten by the gods.;False positive & false negative;Summary;;failure to provide assistance;Thanatos;0;1;1;0;Paris;Paris;1;0;0;0;Oe;;0;0;1;0;Partially Correct;Errors in: Perpetrator (FP or FN), Mode of Demise (FP or FN) with at least one TP;direct speech;third;590
Here is the summary:  The narrator's brother, Ajax, died by his own hand, which the narrator believes was his fault. The narrator was away fighting in Mysia and upon returning, he was met with hostility and accusations of being a traitor. He soon discovered that Ajax had killed all the cattle and lambs before fleeing, but it was too late as Ajax had already died. The narrator took on the responsibility of protecting Ajax's wife, Tecmessa, and their four-year-old son, Eurysaces, as stated in Ajax's will. Despite knowing that his father, King Telamon, would not welcome him back to Salamis due to being a bastard and slave-born, the narrator vows to protect Eurysaces and take him to his grandfather, hoping he will treat the boy with kindness.;;;;suicide;by his own hand;1;0;0;0;Ajax;Ajax;1;0;0;0;---;Ajax;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;first;1085
Here is the summary:  The narrator's brother, Ajax, died by his own hand, which the narrator believes was his fault. The narrator was away fighting in Mysia and upon returning, he was met with hostility and accusations of being a traitor. He soon discovered that Ajax had killed all the cattle and lambs before fleeing, but it was too late as Ajax had already died. The narrator took on the responsibility of protecting Ajax's wife, Tecmessa, and their four-year-old son, Eurysaces, as stated in Ajax's will. Despite knowing that his father, King Telamon, would not welcome him back to Salamis due to being a bastard and slave-born, the narrator vows to protect Eurysaces and take him to his grandfather, hoping he will treat the boy with kindness.;False positive;Summary;;;killed;0;1;0;0;;cattle and lambs;0;1;0;0;;Ajax;0;1;0;0;Incorrect;All three elements have FP or FN.;;;1085
Hyacinthus, the victim, was brutally murdered by Zephyrus, who used unnatural winds to shatter his bones and spill his life-force out. The Fates had decreed Hyacinthus' final destiny, and Apollo was unable to heal him despite his attempts. As Hyacinthus lay dying, he shared a final moment with Apollo, who expressed his eternal love for him.;False negative;Summary;;falling;;0;0;1;0;Patroclus;;0;0;1;0;Apollo, Hector;;0;0;1;0;Incorrect;All three elements have FP or FN.;direct speech;first;3309
Hyacinthus, the victim, was brutally murdered by Zephyrus, who used unnatural winds to shatter his bones and spill his life-force out. The Fates had decreed Hyacinthus' final destiny, and Apollo was unable to heal him despite his attempts. As Hyacinthus lay dying, he shared a final moment with Apollo, who expressed his eternal love for him.;False positive & false negative;Question Answering;;discus;shattering bones and spilling life-force;0;1;1;0;Hyacinthus;Hyacinthus;1;0;0;0;Zephyrus;Zephyrus;1;0;0;0;Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;narrator;first;3309
The princess's heart gave out due to being overwhelmed by excessive pleasure and pain inflicted upon her by unknown individuals, possibly including the witch, whose voice was present throughout the ordeal. The mode of demise for both the princess and her father, the king, is death from exhaustion or cardiac arrest caused by intense sexual activity. The perpetrator(s) responsible for their deaths are not explicitly stated but seem to be a group of people including the witch, while the victims are the princess and her father.;;;;manipulation/intercourse;exhaustion/cardiac arrest;1;0;0;0;Glauce's father;king;1;0;0;0;the witch;unknown individuals/witch;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;1789
The princess's heart gave out due to being overwhelmed by excessive pleasure and pain inflicted upon her by unknown individuals, possibly including the witch, whose voice was present throughout the ordeal. The mode of demise for both the princess and her father, the king, is death from exhaustion or cardiac arrest caused by intense sexual activity. The perpetrator(s) responsible for their deaths are not explicitly stated but seem to be a group of people including the witch, while the victims are the princess and her father.;;;;manipulation/intercourse;exhaustion/cardiac arrest;1;0;0;0;Glauce;princess;1;0;0;0;unknown individuals/witch;unknown individuals/witch;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;third;1789
