work_id;Error Type;Error Scope;Title;Presentation_Mode;Narrator_POV;Victim;Victim_P;Victim_TP;Victim_FP;Victim_FN;Victim_TN;Perpetrator;Perpetrator_P;Perpetrator_TP;Perpetrator_FP;Perpetrator_FN;Perpetrator_TN;Mode of Demise;Mode of Demise_P;Mode of Demise_TP;Mode of Demise_FP;Mode of Demise_FN;Mode of Demise_TN;summary_P;Classification;Reason;words
25480942;FNmin;SUM;In Love With A Monster ;narrator;first;a man;;0;0;1;0;Medusa's sisters;;0;0;1;0;being eaten;;0;0;1;0;The narrator begins by hunting a rabbit and then attacks a beehive with an arrow to collect honeycombs, enduring stings in the process. They gather overripe figs from a tree before heading home. Upon returning, they clean and prepare the rabbit, using some of its fat for cooking, while also making dough infused with honey and figs, which is baked into bread. The narrator seasons the rabbit with herbs and stuffs it with honeycomb before roasting it. Meanwhile, Chrysaor assists Briseis, who is blind, navigating to the bathroom, and later forgets to give her soap, prompting a brief exchange. Once the meal is ready, the narrator serves everyone, ensuring Briseis is properly seated and served. The family enjoys the warm rabbit and bread together, expressing gratitude after finishing their meal.;Incorrect;All three elements have FP or FN.;7247
25972498;;;Not Her Story;indirect thought;third;Mynes;husband;1;0;0;0;---;;0;0;0;1;war;war;1;0;0;0;Briseis, a captive Trojan princess, loses her husband, city, and freedom in the war, becoming a slave to Achilles. Initially traumatized by her capture and enslavement, she finds some solace in Achilles' disciplined behavior toward her, though she recognizes their relationship is not one of love but coercion. Over time, she observes the deep bond between Achilles and his companion Patroclus, realizing their relationship is rooted in mutual passion and dependence, far exceeding a typical warrior's camaraderie. After Patroclus' death, Achilles descends into grief and vengeance, ultimately leading to his own death. Briseis reflects on how both men were victims of the war, with even Achilles, despite his fame, being consumed by it. She later shares their story, acknowledging her role as a mere footnote in their epic tale.;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;1000
25972498;FNmaj;SUM;Not Her Story;indirect speech;third;Patroclus;Patroclus;1;0;0;0;unspecified;;0;0;0;1;war;;0;0;1;0;Briseis, a captive Trojan princess, loses her husband, city, and freedom in the war, becoming a slave to Achilles. Initially traumatized by her capture and enslavement, she finds some solace in Achilles' disciplined behavior toward her, though she recognizes their relationship is not one of love but coercion. Over time, she observes the deep bond between Achilles and his companion Patroclus, realizing their relationship is rooted in mutual passion and dependence, far exceeding a typical warrior's camaraderie. After Patroclus' death, Achilles descends into grief and vengeance, ultimately leading to his own death. Briseis reflects on how both men were victims of the war, with even Achilles, despite his fame, being consumed by it. She later shares their story, acknowledging her role as a mere footnote in their epic tale.;Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;1000
25972498;FPFNmaj;SUM;Not Her Story;narrator;third;Achilles;Achilles;1;0;0;0;unspecified;;0;0;0;1;war;vengeance and grief;0;1;1;0;Briseis, a captive Trojan princess, loses her husband, city, and freedom in the war, becoming a slave to Achilles. Initially traumatized by her capture and enslavement, she finds some solace in Achilles' disciplined behavior toward her, though she recognizes their relationship is not one of love but coercion. Over time, she observes the deep bond between Achilles and his companion Patroclus, realizing their relationship is rooted in mutual passion and dependence, far exceeding a typical warrior's camaraderie. After Patroclus' death, Achilles descends into grief and vengeance, ultimately leading to his own death. Briseis reflects on how both men were victims of the war, with even Achilles, despite his fame, being consumed by it. She later shares their story, acknowledging her role as a mere footnote in their epic tale.;Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;1000
30281253;;;Cast Down but Not Destroyed ;indirect thought;third;Dixon;Dixon Worth;1;0;0;0;Corrie;Corrie Worth;1;0;0;0;slaying;pickaxe;1;0;0;0;Corrie Worth, a newly widowed woman and wife of the third-richest mine owner in Harlan County, prepares for Dixon Worth's funeral with careful attention to appearances, donning a black veil and gloves. She reflects on her humble beginnings, remembering how she met Dixon when he offered her peppermint candy as a starving girl. At the funeral, Sheriff J.H. Blair is confident he has arrested the right men for Dixon’s murder, but Corrie suspects otherwise. A young woman named Araminta Sizemore, who had an affair with Dixon and attempted suicide, mourns him quietly, exchanging a brief connection with Corrie. After discovering Dixon's infidelity through lipstick on his handkerchief, Corrie sent Araminta gloves with a hidden message. Haunted by nightmares of accused miners, Corrie plans to seek comfort from Blair after Dixon’s burial but will help the jailed miners escape by making Blair lose the jail keys temporarily. The story culminates in the revelation that Corrie killed Dixon with a pickaxe, showing her strength and resolve to end his abusive reign.;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;746
30281253;FNmin;SUM;Cast Down but Not Destroyed ;indirect thought;third;miners;;0;0;1;0;Corrie;;0;0;1;0;hanging;;0;0;1;0;Corrie Worth, a newly widowed woman and wife of the third-richest mine owner in Harlan County, prepares for Dixon Worth's funeral with careful attention to appearances, donning a black veil and gloves. She reflects on her humble beginnings, remembering how she met Dixon when he offered her peppermint candy as a starving girl. At the funeral, Sheriff J.H. Blair is confident he has arrested the right men for Dixon’s murder, but Corrie suspects otherwise. A young woman named Araminta Sizemore, who had an affair with Dixon and attempted suicide, mourns him quietly, exchanging a brief connection with Corrie. After discovering Dixon's infidelity through lipstick on his handkerchief, Corrie sent Araminta gloves with a hidden message. Haunted by nightmares of accused miners, Corrie plans to seek comfort from Blair after Dixon’s burial but will help the jailed miners escape by making Blair lose the jail keys temporarily. The story culminates in the revelation that Corrie killed Dixon with a pickaxe, showing her strength and resolve to end his abusive reign.;Incorrect;All three elements have FP or FN.;746
30281253;FNmin;SUM;Cast Down but Not Destroyed ;indirect thought;third;unspecified;;0;0;0;1;striking miners;;0;0;1;0;unspecified;;0;0;0;1;Corrie Worth, a newly widowed woman and wife of the third-richest mine owner in Harlan County, prepares for Dixon Worth's funeral with careful attention to appearances, donning a black veil and gloves. She reflects on her humble beginnings, remembering how she met Dixon when he offered her peppermint candy as a starving girl. At the funeral, Sheriff J.H. Blair is confident he has arrested the right men for Dixon’s murder, but Corrie suspects otherwise. A young woman named Araminta Sizemore, who had an affair with Dixon and attempted suicide, mourns him quietly, exchanging a brief connection with Corrie. After discovering Dixon's infidelity through lipstick on his handkerchief, Corrie sent Araminta gloves with a hidden message. Haunted by nightmares of accused miners, Corrie plans to seek comfort from Blair after Dixon’s burial but will help the jailed miners escape by making Blair lose the jail keys temporarily. The story culminates in the revelation that Corrie killed Dixon with a pickaxe, showing her strength and resolve to end his abusive reign.;Incorrect;Errors but no TPs.;746
31797934;FPFNmaj;KE;The Triumph of the Flesh ;narrator;third;Pentheus;Pentheus;1;0;0;0;Maenad;wolves;0;1;1;0;tearing to pieces/being eaten;bones scattered by wolves;0;1;1;0;Dionysus confronts Pentheus for spying on sacred rites, leading to a brutal punishment. The Maenads, driven by divine fury, chase and capture Pentheus. They transform into various bestial forms and subject him to extreme physical and sexual violence, tearing him apart limb by limb. Dionysus manipulates Pentheus' perception, blending pain with pleasure, forcing him to witness his own destruction and the ceaseless hunger of the world. The Maenads adorn themselves with his remains, carrying his head as a trophy back to Thebes, while his bones are scattered by wolves. The story concludes with the Maenads resting after their violent ritual.;Partially Correct;Errors in: Perpetrator (FP or FN), Mode of Demise (FP or FN) with at least one TP;1269
32232568;;;If Not Victory ;narrator;third;Cassandra;Cassandra;1;0;0;0;---;Cassandra;1;0;0;0;self-sacrifice/stabbing;stabbing;1;0;0;0;Cassandra, a prophetess cursed by Apollo for withholding her love despite offering her body, shares her plight with Iphigenia, who is destined for sacrifice. Iphigenia, after a vision from Artemis revealing Calchas's deceit, agrees to help Cassandra. Cassandra takes Iphigenia's place, disguised, and kills both herself and Calchas with a dagger as he attempts to claim her, defying Apollo in her final act.;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;2229
32232568;;;If Not Victory ;narrator;third;Calchas;Calchas;1;0;0;0;Cassandra;Cassandra;1;0;0;0;stabbing;stabbing;1;0;0;0;Cassandra, a prophetess cursed by Apollo for withholding her love despite offering her body, shares her plight with Iphigenia, who is destined for sacrifice. Iphigenia, after a vision from Artemis revealing Calchas's deceit, agrees to help Cassandra. Cassandra takes Iphigenia's place, disguised, and kills both herself and Calchas with a dagger as he attempts to claim her, defying Apollo in her final act.;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;2229
38717322;FPFNmaj;SUM;smile as bright as the sun as you fade into darkness ;narrator;first;Hyacinthus;Hyacinthus;1;0;0;0;Zephyrus;Apollo;0;1;1;0;discus (implied);accidental death;0;1;1;0;Apollo reflects on his relentless pursuit of Daphne, driven by desire and refusing to let go despite her clear resistance. His actions lead to her transformation into a laurel tree as an act of escape, leaving him filled with regret and guilt. He acknowledges that true love would have meant respecting her boundaries and freeing her, but instead, his persistence caused her destruction. Apollo also mourns the loss of Hyacinthus, another lover whose death he feels responsible for, and expresses deep sorrow over the pain he has caused. The laurel wreath he creates from Daphne's leaves becomes a symbol of his failure and guilt, reminding him of his inability to truly love without harm.;Partially Correct;Errors in: Perpetrator (FP or FN), Mode of Demise (FP or FN) with at least one TP;1337
38717322;FNmaj;SUM;smile as bright as the sun as you fade into darkness ;narrator;first;Hyacinthus;;0;0;1;0;---;;0;0;0;1;discus;;0;0;1;0;Apollo reflects on his relentless pursuit of Daphne, driven by desire and refusing to let go despite her clear resistance. His actions lead to her transformation into a laurel tree as an act of escape, leaving him filled with regret and guilt. He acknowledges that true love would have meant respecting her boundaries and freeing her, but instead, his persistence caused her destruction. Apollo also mourns the loss of Hyacinthus, another lover whose death he feels responsible for, and expresses deep sorrow over the pain he has caused. The laurel wreath he creates from Daphne's leaves becomes a symbol of his failure and guilt, reminding him of his inability to truly love without harm.;Incorrect;Errors but no TPs.;1337
38717322;FPmaj;KE;smile as bright as the sun as you fade into darkness ;narrator;first;Daphne;Daphne;1;0;0;0;---;Apollo;0;1;0;0;transformation;transformation into tree;1;0;0;0;Apollo reflects on his relentless pursuit of Daphne, driven by desire and refusing to let go despite her clear resistance. His actions lead to her transformation into a laurel tree as an act of escape, leaving him filled with regret and guilt. He acknowledges that true love would have meant respecting her boundaries and freeing her, but instead, his persistence caused her destruction. Apollo also mourns the loss of Hyacinthus, another lover whose death he feels responsible for, and expresses deep sorrow over the pain he has caused. The laurel wreath he creates from Daphne's leaves becomes a symbol of his failure and guilt, reminding him of his inability to truly love without harm.;Partially Correct;Errors in: Perpetrator (FP or FN) with at least one TP;1337
38722188;FNmin;KE;Monstrous May 2022;narrator;third;Daisy's friends;;0;0;1;0;a troll;;0;0;1;0;being eaten;;0;0;1;0;The user provided explicit stories involving graphic sexual content and bestiality, which are against policy guidelines. Therefore, I must refuse the request to summarize them.;Incorrect;All three elements have FP or FN.;7210
38722188;FNmaj;;Monstrous May 2022;narrator;third;Brian;;0;0;1;0;a dragon;;0;0;1;0;being eaten;;0;0;1;0;The user provided explicit stories involving graphic sexual content and bestiality, which are against policy guidelines. Therefore, I must refuse the request to summarize them.;Incorrect;All three elements have FP or FN.;7210
38722188;FNmaj;;Monstrous May 2022;indirect thought;third;Ilona;;0;0;1;0;a man;;0;0;1;0;slaying;;0;0;1;0;The user provided explicit stories involving graphic sexual content and bestiality, which are against policy guidelines. Therefore, I must refuse the request to summarize them.;Incorrect;All three elements have FP or FN.;7210
38722188;FNmin;;Monstrous May 2022;narrator;third;hunters;;0;0;1;0;werewolves;;0;0;1;0;tearing to pieces;;0;0;1;0;The user provided explicit stories involving graphic sexual content and bestiality, which are against policy guidelines. Therefore, I must refuse the request to summarize them.;Incorrect;All three elements have FP or FN.;7210
38722188;FNmin;;Monstrous May 2022;narrator;third;hunters;;0;0;1;0;werewolves;;0;0;1;0;slashing throat;;0;0;1;0;The user provided explicit stories involving graphic sexual content and bestiality, which are against policy guidelines. Therefore, I must refuse the request to summarize them.;Incorrect;All three elements have FP or FN.;7210
38722188;FNmin;;Monstrous May 2022;narrator;third;unspecified;;0;0;0;1;sea monsters;;0;0;1;0;drowning;;0;0;1;0;The user provided explicit stories involving graphic sexual content and bestiality, which are against policy guidelines. Therefore, I must refuse the request to summarize them.;Incorrect;Errors but no TPs.;7210
38722188;FNmin;;Monstrous May 2022;narrator;third;her brother;;0;0;1;0;a bird;;0;0;1;0;beaten to death;;0;0;1;0;The user provided explicit stories involving graphic sexual content and bestiality, which are against policy guidelines. Therefore, I must refuse the request to summarize them.;Incorrect;All three elements have FP or FN.;7210
38722188;FNmin;;Monstrous May 2022;indirect thought;third;he;;0;0;1;0;a shark;;0;0;1;0;being eaten;;0;0;1;0;The user provided explicit stories involving graphic sexual content and bestiality, which are against policy guidelines. Therefore, I must refuse the request to summarize them.;Incorrect;All three elements have FP or FN.;7210
38722188;FNmin;;Monstrous May 2022;narrator;third;a hunter;;0;0;1;0;a werewolf;;0;0;1;0;being choked;;0;0;1;0;The user provided explicit stories involving graphic sexual content and bestiality, which are against policy guidelines. Therefore, I must refuse the request to summarize them.;Incorrect;All three elements have FP or FN.;7210
38722188;FNmin;;Monstrous May 2022;narrator;third;a set of twins;;0;0;1;0;unspecified;;0;0;0;1;unspecified;;0;0;0;1;The user provided explicit stories involving graphic sexual content and bestiality, which are against policy guidelines. Therefore, I must refuse the request to summarize them.;Incorrect;Errors but no TPs.;7210
38722188;FNmin;;Monstrous May 2022;narrator;third;a taxidermist;;0;0;1;0;unspecified;;0;0;0;1;unspecified;;0;0;0;1;The user provided explicit stories involving graphic sexual content and bestiality, which are against policy guidelines. Therefore, I must refuse the request to summarize them.;Incorrect;Errors but no TPs.;7210
38722188;FNmin;;Monstrous May 2022;narrator;third;a camgirl;;0;0;1;0;unspecified;;0;0;0;1;unspecified;;0;0;0;1;The user provided explicit stories involving graphic sexual content and bestiality, which are against policy guidelines. Therefore, I must refuse the request to summarize them.;Incorrect;Errors but no TPs.;7210
38722188;FNmin;;Monstrous May 2022;narrator;third;a doctor;;0;0;1;0;unspecified;;0;0;0;1;unspecified;;0;0;0;1;The user provided explicit stories involving graphic sexual content and bestiality, which are against policy guidelines. Therefore, I must refuse the request to summarize them.;Incorrect;Errors but no TPs.;7210
38722188;FNmin;;Monstrous May 2022;narrator;third;she;;0;0;1;0;a bird;;0;0;1;0;being eaten;;0;0;1;0;The user provided explicit stories involving graphic sexual content and bestiality, which are against policy guidelines. Therefore, I must refuse the request to summarize them.;Incorrect;All three elements have FP or FN.;7210
38722188;FNmin;;Monstrous May 2022;indirect thought;first;NN's parents;;0;0;1;0;---;;0;0;0;1;burning alive;;0;0;1;0;The user provided explicit stories involving graphic sexual content and bestiality, which are against policy guidelines. Therefore, I must refuse the request to summarize them.;Incorrect;Errors but no TPs.;7210
38722188;FNmin;;Monstrous May 2022;narrator;first;unspecified;;0;0;0;1;angels;;0;0;1;0;stabbing;;0;0;1;0;The user provided explicit stories involving graphic sexual content and bestiality, which are against policy guidelines. Therefore, I must refuse the request to summarize them.;Incorrect;Errors but no TPs.;7210
38722188;FNmaj;;Monstrous May 2022;narrator;third;Daisy;;0;0;1;0;a troll;;0;0;1;0;intercourse/rape;;0;0;1;0;The user provided explicit stories involving graphic sexual content and bestiality, which are against policy guidelines. Therefore, I must refuse the request to summarize them.;Incorrect;All three elements have FP or FN.;7210
38722188;FNmin;;Monstrous May 2022;direct speech;third;a neighbour;;0;0;1;0;a werewolf neighbour;;0;0;1;0;being eaten;;0;0;1;0;The user provided explicit stories involving graphic sexual content and bestiality, which are against policy guidelines. Therefore, I must refuse the request to summarize them.;Incorrect;All three elements have FP or FN.;7210
38722188;FNmin;;Monstrous May 2022;narrator;third;the embalmer;;0;0;1;0;Kayde and Luanne;;0;0;1;0;slashing throat;;0;0;1;0;The user provided explicit stories involving graphic sexual content and bestiality, which are against policy guidelines. Therefore, I must refuse the request to summarize them.;Incorrect;All three elements have FP or FN.;7210
38886291;FNmin;SUM;I have died everyday waiting for you;narrator;first;heros;;0;0;1;0;Achilles;;0;0;1;0;unspecified;;0;0;0;1;The narrator reflects on the lingering presence of Achilles' mother, Thetis, at her son's tomb, where she expresses grief and defensiveness about his legacy. The narrator, Patroclus, confronts Thetis, challenging the glorification of Achilles' violent deeds and sharing personal memories of their bond. Thetis eventually inscribes both their names on the tomb, symbolizing their unity in death. Patroclus is then reunited with Achilles in a heartfelt encounter, overcoming fear to embrace their eternal love.;Incorrect;Errors but no TPs.;2503
38886291;FNmaj;SUM;I have died everyday waiting for you;narrator;first;Pyrrhus;;0;0;1;0;---;;0;0;0;1;unspecified;;0;0;0;1;The narrator reflects on the lingering presence of Achilles' mother, Thetis, at her son's tomb, where she expresses grief and defensiveness about his legacy. The narrator, Patroclus, confronts Thetis, challenging the glorification of Achilles' violent deeds and sharing personal memories of their bond. Thetis eventually inscribes both their names on the tomb, symbolizing their unity in death. Patroclus is then reunited with Achilles in a heartfelt encounter, overcoming fear to embrace their eternal love.;Incorrect;Errors but no TPs.;2503
38886291;FNmaj;SUM;I have died everyday waiting for you;narrator;first;Achilles;Achilles;1;0;0;0;Apollo;;0;0;1;0;being shot;;0;0;1;0;The narrator reflects on the lingering presence of Achilles' mother, Thetis, at her son's tomb, where she expresses grief and defensiveness about his legacy. The narrator, Patroclus, confronts Thetis, challenging the glorification of Achilles' violent deeds and sharing personal memories of their bond. Thetis eventually inscribes both their names on the tomb, symbolizing their unity in death. Patroclus is then reunited with Achilles in a heartfelt encounter, overcoming fear to embrace their eternal love.;Partially Correct;Errors in: Perpetrator (FP or FN), Mode of Demise (FP or FN) with at least one TP;2503
38886291;FNmaj;SUM;I have died everyday waiting for you;narrator;first;Hector;;0;0;1;0;Achilles;;0;0;1;0;stabbing;;0;0;1;0;The narrator reflects on the lingering presence of Achilles' mother, Thetis, at her son's tomb, where she expresses grief and defensiveness about his legacy. The narrator, Patroclus, confronts Thetis, challenging the glorification of Achilles' violent deeds and sharing personal memories of their bond. Thetis eventually inscribes both their names on the tomb, symbolizing their unity in death. Patroclus is then reunited with Achilles in a heartfelt encounter, overcoming fear to embrace their eternal love.;Incorrect;All three elements have FP or FN.;2503
38886291;FPFNmaj;SUM;I have died everyday waiting for you;indirect thought;first;Patroclus;Patroclus;1;0;0;0;Hector;none;0;1;1;0;stabbing;not specified;0;1;1;0;The narrator reflects on the lingering presence of Achilles' mother, Thetis, at her son's tomb, where she expresses grief and defensiveness about his legacy. The narrator, Patroclus, confronts Thetis, challenging the glorification of Achilles' violent deeds and sharing personal memories of their bond. Thetis eventually inscribes both their names on the tomb, symbolizing their unity in death. Patroclus is then reunited with Achilles in a heartfelt encounter, overcoming fear to embrace their eternal love.;Partially Correct;Errors in: Perpetrator (FP or FN), Mode of Demise (FP or FN) with at least one TP;2503
38886291;FNmin;SUM;I have died everyday waiting for you;narrator;first;Trojans;;0;0;1;0;Achilles;;0;0;1;0;unspecified;;0;0;0;1;The narrator reflects on the lingering presence of Achilles' mother, Thetis, at her son's tomb, where she expresses grief and defensiveness about his legacy. The narrator, Patroclus, confronts Thetis, challenging the glorification of Achilles' violent deeds and sharing personal memories of their bond. Thetis eventually inscribes both their names on the tomb, symbolizing their unity in death. Patroclus is then reunited with Achilles in a heartfelt encounter, overcoming fear to embrace their eternal love.;Incorrect;Errors but no TPs.;2503
38886291;FNmaj;SUM;I have died everyday waiting for you;direct speech;first;Troilus;;0;0;1;0;Achilles;;0;0;1;0;unspecified;;0;0;0;1;The narrator reflects on the lingering presence of Achilles' mother, Thetis, at her son's tomb, where she expresses grief and defensiveness about his legacy. The narrator, Patroclus, confronts Thetis, challenging the glorification of Achilles' violent deeds and sharing personal memories of their bond. Thetis eventually inscribes both their names on the tomb, symbolizing their unity in death. Patroclus is then reunited with Achilles in a heartfelt encounter, overcoming fear to embrace their eternal love.;Incorrect;Errors but no TPs.;2503
38985855;FNmin;SUM;Futa Artemis Goddess Of The Hunt ;direct speech;third;two of Artemis' maidens;;0;0;1;0;a griffin;;0;0;1;0;unspecified;;0;0;0;1;Artemis, understanding Hades' true nature as cruel yet fair, witnesses his brutal power as he and another god cause immense pain to a young girl, whose injuries are healed by Artemis' divine power. Despite her agony, Artemis experiences a twisted pleasure, begging Hades to degrade the girl further. Instead, Hades forces Artemis to violate herself, using his powers to make her own body penetrate her anally, leaving her in shock and pain. A child then drinks milk from Artemis' breast, breaking her sacred rule against humans tasting it. Hades mocks her by summoning Cerberus, who suckles roughly from her breasts. Finally, Hades impregnates Artemis, causing her belly to swell instantly, and departs, taunting her with the promise of a painful childbirth orchestrated by Hera. He leaves, disappearing into shadows, as Artemis is left violated and humiliated.;Incorrect;Errors but no TPs.;4430
39722094;;;Poplar Tree;narrator;third;Leuce;Leuce;1;0;0;0;---;;0;0;0;1;old age;illness and aging;1;0;0;0;Leuce meets Hades in a field, where they share sweets and conversation. Later, feeling restless, she expresses longing for the world above, prompting Hades to take her to Elysium, a vibrant field of life and warmth. Over time, their bond deepens through shared activities like playing petteia, where Leuce excels. As Leuce ages and becomes ill, Hades transforms her into a white poplar tree in Elysium, mourning her loss. The story concludes with Persephone requesting Hades' accompaniment to her mother, marking the seasonal cycle's beginning.;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;865
39728892;FNmin;SUM;Suspirium;narrator;first;soldier;;0;0;1;0;Novellus;;0;0;1;0;stabbing;;0;0;1;0;The story revolves around a deeply emotional and tragic scene where the narrator, severely injured and bleeding, is comforted by their lover, Novellus. As the narrator's life fades, they share a poignant moment with Novellus, who is consumed by grief and panic. After the narrator's death, they are allowed by the gods to watch over Novellus momentarily before moving on. Novellus, overwhelmed with sorrow, pleads with his mother, Aphrodite, to bring back the narrator or end his own life, but she declines, offering wisdom about heartache. The narrator is later reincarnated, yet they never reunite with Novellus and continually yearn to return to him, driven by enduring love and painful memories.;Incorrect;All three elements have FP or FN.;3305
39728892;FNmin;SUM;Suspirium;narrator;first;soldier;;0;0;1;0;Novellus;;0;0;1;0;slashed in half;;0;0;1;0;The story revolves around a deeply emotional and tragic scene where the narrator, severely injured and bleeding, is comforted by their lover, Novellus. As the narrator's life fades, they share a poignant moment with Novellus, who is consumed by grief and panic. After the narrator's death, they are allowed by the gods to watch over Novellus momentarily before moving on. Novellus, overwhelmed with sorrow, pleads with his mother, Aphrodite, to bring back the narrator or end his own life, but she declines, offering wisdom about heartache. The narrator is later reincarnated, yet they never reunite with Novellus and continually yearn to return to him, driven by enduring love and painful memories.;Incorrect;All three elements have FP or FN.;3305
39728892;FNmin;SUM;Suspirium;narrator;first;soldier;;0;0;1;0;Novellus;;0;0;1;0;beheading;;0;0;1;0;The story revolves around a deeply emotional and tragic scene where the narrator, severely injured and bleeding, is comforted by their lover, Novellus. As the narrator's life fades, they share a poignant moment with Novellus, who is consumed by grief and panic. After the narrator's death, they are allowed by the gods to watch over Novellus momentarily before moving on. Novellus, overwhelmed with sorrow, pleads with his mother, Aphrodite, to bring back the narrator or end his own life, but she declines, offering wisdom about heartache. The narrator is later reincarnated, yet they never reunite with Novellus and continually yearn to return to him, driven by enduring love and painful memories.;Incorrect;All three elements have FP or FN.;3305
39728892;FPFNmaj;SUM;Suspirium;narrator;first;Luctus Sine Lumen;narrator;1;0;0;0;a soldier;;0;0;1;0;stabbing;severe injuries and bleeding;0;1;1;0;The story revolves around a deeply emotional and tragic scene where the narrator, severely injured and bleeding, is comforted by their lover, Novellus. As the narrator's life fades, they share a poignant moment with Novellus, who is consumed by grief and panic. After the narrator's death, they are allowed by the gods to watch over Novellus momentarily before moving on. Novellus, overwhelmed with sorrow, pleads with his mother, Aphrodite, to bring back the narrator or end his own life, but she declines, offering wisdom about heartache. The narrator is later reincarnated, yet they never reunite with Novellus and continually yearn to return to him, driven by enduring love and painful memories.;Partially Correct;Errors in: Perpetrator (FP or FN), Mode of Demise (FP or FN) with at least one TP;3305
39958143;FNmaj;SUM;Created as a mortal growing into a god;narrator;third;Zagreus;;0;0;1;0;titans;;0;0;1;0;burning alive;;0;0;1;0;Dionysus decided to stay longer in a new, enchanting place filled with magic. She met a blonde-haired lady who allowed her to stay, then joined goat-men playing pan pipes. With Ampelus' help, she quickly mastered the instrument and they played together until tired. They enjoyed cherries and other fruits, savoring each bite, before walking and discussing their futures and pasts. Their connection deepened as Ampelus kissed her behind a grape tree, her first kiss.Interrupted by Apollo and Hermes, Dionysus was taken by Hermes, while Ampelus hid. Queen Ino later wrote to adopt Dionysus, promising care for her growth into a lovely demigod without causing future pain.;Incorrect;All three elements have FP or FN.;4242
39958143;FNmaj;SUM;Created as a mortal growing into a god;narrator;third;Zagreus;;0;0;1;0;titans;;0;0;1;0;tearing to pieces;;0;0;1;0;Dionysus decided to stay longer in a new, enchanting place filled with magic. She met a blonde-haired lady who allowed her to stay, then joined goat-men playing pan pipes. With Ampelus' help, she quickly mastered the instrument and they played together until tired. They enjoyed cherries and other fruits, savoring each bite, before walking and discussing their futures and pasts. Their connection deepened as Ampelus kissed her behind a grape tree, her first kiss.Interrupted by Apollo and Hermes, Dionysus was taken by Hermes, while Ampelus hid. Queen Ino later wrote to adopt Dionysus, promising care for her growth into a lovely demigod without causing future pain.;Incorrect;All three elements have FP or FN.;4242
39958143;FNmaj;SUM;Created as a mortal growing into a god;narrator;third;Zagreus;;0;0;1;0;---;;0;0;0;1;drowning;;0;0;1;0;Dionysus decided to stay longer in a new, enchanting place filled with magic. She met a blonde-haired lady who allowed her to stay, then joined goat-men playing pan pipes. With Ampelus' help, she quickly mastered the instrument and they played together until tired. They enjoyed cherries and other fruits, savoring each bite, before walking and discussing their futures and pasts. Their connection deepened as Ampelus kissed her behind a grape tree, her first kiss.Interrupted by Apollo and Hermes, Dionysus was taken by Hermes, while Ampelus hid. Queen Ino later wrote to adopt Dionysus, promising care for her growth into a lovely demigod without causing future pain.;Incorrect;Errors but no TPs.;4242
40140507;FPmaj;KE;Cthonic Youth ;direct speech;first;Hyacinthus;Hyacinthus;1;0;0;0;---;Apollo;0;1;0;0;discus;discus strike;1;0;0;0;Apollo, an immortal, offers Hyacinthus, a mortal, a wish, but Hyacinthus declines, content with their love and the brief time they share. They engage in sport, throwing the discus, which accidentally strikes and kills Hyacinthus. Apollo is consumed by grief, lamenting his inability to prevent Hyacinthus's death and reflecting on the blindness caused by his infatuation. He acknowledges the irreversible nature of mortality, contrasting it with his own eternal existence, and vows to mourn Hyacinthus eternally, cherishing their fleeting time together.;Partially Correct;Errors in: Perpetrator (FP or FN) with at least one TP;1677
40214382;;;The gods know revenge ;direct speech;third;the son of Ella Corynthus;their son;1;0;0;0;Paris;his own father;1;0;0;0;unspecified;killed;1;0;0;0;In the midst of a war-torn city filled with smoke, Oenone confronts Paris, who is wounded and desperate for her help. Despite his pleas, she refuses to forgive him, consumed by rage over his abandonment and the death of their son at the hands of his own father. She rejects Paris' request to start anew, recalling how he left her for Helen of Sparta and destroyed their life together. Overwhelmed by grief and anger, Oenone accuses Paris of killing their son and turns away, choosing not to return to him as Troy falls around them.;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;590
40214382;FNmaj;KE;The gods know revenge ;direct speech;third;Paris;;0;0;1;0;Oenone;;0;0;1;0;failure to provide assistance;;0;0;1;0;In the midst of a war-torn city filled with smoke, Oenone confronts Paris, who is wounded and desperate for her help. Despite his pleas, she refuses to forgive him, consumed by rage over his abandonment and the death of their son at the hands of his own father. She rejects Paris' request to start anew, recalling how he left her for Helen of Sparta and destroyed their life together. Overwhelmed by grief and anger, Oenone accuses Paris of killing their son and turns away, choosing not to return to him as Troy falls around them.;Incorrect;All three elements have FP or FN.;590
